date,SOXL,SOXS,SPXL,SPXS,SQQQ,TMF,TMV,TQQQ
2025-02-18,170.594539,65.962002,126.808135,83.67303,74.29336,106.119333,94.232416,142.787358
2025-02-19,170.901609,65.869656,126.909582,83.622826,74.219067,106.140557,94.21357,142.958703
2025-02-20,171.209232,65.777438,127.011109,83.572653,74.144848,106.161785,94.194727,143.130253
2025-02-21,171.517408,65.68535,127.112718,83.522509,74.070703,106.183018,94.175888,143.30201
2025-02-24,171.82614,65.59339,127.214408,83.472395,73.996633,106.204254,94.157053,143.473972
2025-02-25,172.135427,65.501559,127.31618,83.422312,73.922636,106.225495,94.138222,143.646141
2025-02-26,172.445271,65.409857,127.418033,83.372259,73.848713,106.24674,94.119394,143.818516
2025-02-27,172.755672,65.318283,127.519967,83.322235,73.774865,106.26799,94.10057,143.991098
2025-02-28,173.066632,65.226838,127.621983,83.272242,73.70109,106.289243,94.08175,144.163888
2025-03-03,173.378152,65.13552,127.724081,83.222279,73.627389,106.310501,94.062934,144.336884
2025-03-04,173.690233,65.04433,127.82626,83.172345,73.553761,106.331763,94.044121,144.510089
2025-03-05,174.002875,64.953268,127.928521,83.122442,73.480207,106.353029,94.025312,144.683501
2025-03-06,174.316081,64.862334,128.030864,83.072568,73.406727,106.3743,94.006507,144.857121
2025-03-07,174.629849,64.771527,128.133289,83.022725,73.33332,106.395575,93.987706,145.030949
2025-03-10,174.944183,64.680846,128.235795,82.972911,73.259987,106.416854,93.968908,145.204987
2025-03-11,175.259083,64.590293,128.338384,82.923127,73.186727,106.438137,93.950115,145.379233
2025-03-12,175.574549,64.499867,128.441055,82.873374,73.11354,106.459425,93.931325,145.553688
2025-03-13,175.890583,64.409567,128.543807,82.82365,73.040427,106.480717,93.912538,145.728352
2025-03-14,176.207186,64.319394,128.646642,82.773955,72.967386,106.502013,93.893756,145.903226
2025-03-17,176.524359,64.229346,128.74956,82.724291,72.894419,106.523313,93.874977,146.07831
2025-03-18,176.842103,64.139425,128.852559,82.674656,72.821525,106.544618,93.856202,146.253604
2025-03-19,177.160419,64.04963,128.955641,82.625052,72.748703,106.565927,93.837431,146.429108
2025-03-20,177.479308,63.959961,129.058806,82.575477,72.675954,106.58724,93.818663,146.604823
2025-03-21,177.79877,63.870417,129.162053,82.525931,72.603279,106.608558,93.7999,146.780749
2025-03-24,178.118808,63.780998,129.265383,82.476416,72.530675,106.629879,93.78114,146.956886
2025-03-25,178.439422,63.691705,129.368795,82.42693,72.458145,106.651205,93.762383,147.133234
2025-03-26,178.760613,63.602536,129.47229,82.377474,72.385686,106.672536,93.743631,147.309794
2025-03-27,179.082382,63.513493,129.575868,82.328047,72.313301,106.69387,93.724882,147.486566
2025-03-28,179.40473,63.424574,129.679528,82.27865,72.240987,106.715209,93.706137,147.66355
2025-03-31,179.727659,63.33578,129.783272,82.229283,72.168746,106.736552,93.687396,147.840746
2025-04-01,180.051169,63.247109,129.887099,82.179946,72.096578,106.757899,93.668658,148.018155
2025-04-02,180.375261,63.158564,129.991008,82.130638,72.024481,106.779251,93.649925,148.195777
2025-04-03,180.699936,63.070142,130.095001,82.081359,71.952457,106.800607,93.631195,148.373612
2025-04-04,181.025196,62.981843,130.199077,82.032111,71.880504,106.821967,93.612469,148.55166
2025-04-07,181.351041,62.893669,130.303236,81.982891,71.808624,106.843331,93.593746,148.729922
2025-04-08,181.677473,62.805618,130.407479,81.933702,71.736815,106.8647,93.575027,148.908398
2025-04-09,182.004493,62.71769,130.511805,81.884541,71.665078,106.886073,93.556312,149.087088
2025-04-10,182.332101,62.629885,130.616214,81.835411,71.593413,106.90745,93.537601,149.265992
2025-04-11,182.660299,62.542203,130.720707,81.786309,71.52182,106.928831,93.518893,149.445112
2025-04-14,182.989087,62.454644,130.825284,81.737238,71.450298,106.950217,93.50019,149.624446
2025-04-15,183.318468,62.367208,130.929944,81.688195,71.378848,106.971607,93.48149,149.803995
2025-04-16,183.648441,62.279893,131.034688,81.639182,71.307469,106.993002,93.462793,149.98376
2025-04-17,183.979008,62.192702,131.139516,81.590199,71.236161,107.0144,93.444101,150.16374
2025-04-18,184.31017,62.105632,131.244428,81.541245,71.164925,107.035803,93.425412,150.343937
2025-04-21,184.641929,62.018684,131.349423,81.49232,71.09376,107.05721,93.406727,150.52435
2025-04-22,184.974284,61.931858,131.454503,81.443425,71.022666,107.078622,93.388046,150.704979
2025-04-23,185.307238,61.845153,131.559666,81.394558,70.951644,107.100037,93.369368,150.885825
2025-04-24,185.640791,61.75857,131.664914,81.345722,70.880692,107.121457,93.350694,151.066888
2025-04-25,185.974944,61.672108,131.770246,81.296914,70.809811,107.142882,93.332024,151.248168
2025-04-28,186.309699,61.585767,131.875662,81.248136,70.739002,107.16431,93.313358,151.429666
2025-04-29,186.645057,61.499547,131.981163,81.199387,70.668263,107.185743,93.294695,151.611381
2025-04-30,186.981018,61.413448,132.086748,81.150668,70.597594,107.20718,93.276036,151.793315
2025-05-01,187.317583,61.327469,132.192417,81.101977,70.526997,107.228622,93.257381,151.975467
2025-05-02,187.654755,61.24161,132.298171,81.053316,70.45647,107.250067,93.238729,152.157838
2025-05-05,187.992534,61.155872,132.404009,81.004684,70.386013,107.271517,93.220081,152.340427
2025-05-06,188.33092,61.070254,132.509933,80.956081,70.315627,107.292972,93.201437,152.523236
2025-05-07,188.669916,60.984755,132.615941,80.907508,70.245312,107.31443,93.182797,152.706263
2025-05-08,189.009522,60.899377,132.722033,80.858963,70.175066,107.335893,93.164161,152.889511
2025-05-09,189.349739,60.814118,132.828211,80.810448,70.104891,107.35736,93.145528,153.072978
2025-05-12,189.690568,60.728978,132.934474,80.761961,70.034786,107.378832,93.126899,153.256666
2025-05-13,190.032011,60.643957,133.040821,80.713504,69.964752,107.400308,93.108273,153.440574
2025-05-14,190.374069,60.559056,133.147254,80.665076,69.894787,107.421788,93.089652,153.624703
2025-05-15,190.716742,60.474273,133.253772,80.616677,69.824892,107.443272,93.071034,153.809052
2025-05-16,191.060032,60.389609,133.360375,80.568307,69.755067,107.464761,93.05242,153.993623
2025-05-19,191.403941,60.305064,133.467063,80.519966,69.685312,107.486254,93.033809,154.178415
2025-05-20,191.748468,60.220637,133.573837,80.471654,69.615627,107.507751,93.015202,154.36343
2025-05-21,192.093615,60.136328,133.680696,80.423371,69.546011,107.529253,92.996599,154.548666
2025-05-22,192.439383,60.052137,133.78764,80.375117,69.476465,107.550758,92.978,154.734124
2025-05-23,192.785774,59.968064,133.89467,80.326892,69.406989,107.572269,92.959404,154.919805
2025-05-26,193.132789,59.884109,134.001786,80.278696,69.337582,107.593783,92.940812,155.105709
2025-05-27,193.480428,59.800271,134.108987,80.230529,69.268244,107.615302,92.922224,155.291836
2025-05-28,193.828692,59.71655,134.216275,80.18239,69.198976,107.636825,92.90364,155.478186
2025-05-29,194.177584,59.632947,134.323648,80.134281,69.129777,107.658352,92.885059,155.66476
2025-05-30,194.527104,59.549461,134.431107,80.0862,69.060647,107.679884,92.866482,155.851557
2025-06-02,194.877253,59.466092,134.538651,80.038149,68.991586,107.70142,92.847909,156.038579
2025-06-03,195.228032,59.382839,134.646282,79.990126,68.922595,107.72296,92.829339,156.225826
2025-06-04,195.579442,59.299703,134.753999,79.942132,68.853672,107.744505,92.810773,156.413297
2025-06-05,195.931485,59.216684,134.861803,79.894166,68.784819,107.766054,92.792211,156.600992
2025-06-06,196.284162,59.13378,134.969692,79.84623,68.716034,107.787607,92.773653,156.788914
2025-06-09,196.637473,59.050993,135.077668,79.798322,68.647318,107.809164,92.755098,156.97706
2025-06-10,196.991421,58.968322,135.18573,79.750443,68.57867,107.830726,92.736547,157.165433
2025-06-11,197.346005,58.885766,135.293879,79.702593,68.510092,107.852292,92.718,157.354031
2025-06-12,197.701228,58.803326,135.402114,79.654771,68.441582,107.873863,92.699456,157.542856
2025-06-13,198.05709,58.721001,135.510435,79.606979,68.37314,107.895438,92.680916,157.731908
2025-06-16,198.413593,58.638792,135.618844,79.559214,68.304767,107.917017,92.66238,157.921186
2025-06-17,198.770737,58.556698,135.727339,79.511479,68.236462,107.9386,92.643848,158.110691
2025-06-18,199.128525,58.474718,135.835921,79.463772,68.168226,107.960188,92.625319,158.300424
2025-06-19,199.486956,58.392854,135.944589,79.416094,68.100058,107.98178,92.606794,158.490385
2025-06-20,199.846033,58.311104,136.053345,79.368444,68.031957,108.003376,92.588272,158.680573
2025-06-23,200.205756,58.229468,136.162188,79.320823,67.963926,108.024977,92.569755,158.87099
2025-06-24,200.566126,58.147947,136.271117,79.27323,67.895962,108.046582,92.551241,159.061635
2025-06-25,200.927145,58.06654,136.380134,79.225666,67.828066,108.068191,92.53273,159.252509
2025-06-26,201.288814,57.985247,136.489238,79.178131,67.760238,108.089805,92.514224,159.443612
2025-06-27,201.651134,57.904067,136.59843,79.130624,67.692477,108.111423,92.495721,159.634944
2025-06-30,202.014106,57.823002,136.707709,79.083146,67.624785,108.133045,92.477222,159.826506
2025-07-01,202.377731,57.742049,136.817075,79.035696,67.55716,108.154672,92.458727,160.018298
2025-07-02,202.742011,57.661211,136.926528,78.988275,67.489603,108.176303,92.440235,160.21032
2025-07-03,203.106947,57.580485,137.03607,78.940882,67.422113,108.197938,92.421747,160.402572
2025-07-04,203.472539,57.499872,137.145698,78.893517,67.354691,108.219577,92.403262,160.595055
2025-07-07,203.83879,57.419372,137.255415,78.846181,67.287336,108.241221,92.384782,160.78777
2025-07-08,204.2057,57.338985,137.365219,78.798873,67.220049,108.26287,92.366305,160.980715
2025-07-09,204.57327,57.258711,137.475112,78.751594,67.152829,108.284522,92.347831,161.173892
2025-07-10,204.941502,57.178548,137.585092,78.704343,67.085676,108.306179,92.329362,161.3673
2025-07-11,205.310396,57.098498,137.69516,78.65712,67.018591,108.32784,92.310896,161.560941
2025-07-14,205.679955,57.018561,137.805316,78.609926,66.951572,108.349506,92.292434,161.754814
2025-07-15,206.050179,56.938735,137.91556,78.56276,66.88462,108.371176,92.273975,161.94892
2025-07-16,206.421069,56.85902,138.025893,78.515622,66.817736,108.39285,92.255521,162.143259
2025-07-17,206.792627,56.779418,138.136313,78.468513,66.750918,108.414529,92.237069,162.337831
2025-07-18,207.164854,56.699927,138.246822,78.421432,66.684167,108.436211,92.218622,162.532636
2025-07-21,207.537751,56.620547,138.35742,78.374379,66.617483,108.457899,92.200178,162.727675
2025-07-22,207.911319,56.541278,138.468106,78.327354,66.550866,108.47959,92.181738,162.922948
2025-07-23,208.285559,56.46212,138.57888,78.280358,66.484315,108.501286,92.163302,163.118456
2025-07-24,208.660473,56.383073,138.689743,78.23339,66.41783,108.522986,92.144869,163.314198
2025-07-25,209.036062,56.304137,138.800695,78.18645,66.351413,108.544691,92.12644,163.510175
2025-07-28,209.412327,56.225311,138.911736,78.139538,66.285061,108.5664,92.108015,163.706387
2025-07-29,209.789269,56.146596,139.022865,78.092654,66.218776,108.588113,92.089593,163.902835
2025-07-30,210.16689,56.06799,139.134083,78.045799,66.152557,108.609831,92.071176,164.099518
2025-07-31,210.54519,55.989495,139.245391,77.998971,66.086405,108.631553,92.052761,164.296438
2025-08-01,210.924171,55.91111,139.356787,77.952172,66.020318,108.653279,92.034351,164.493594
2025-08-04,211.303835,55.832834,139.468272,77.9054,65.954298,108.67501,92.015944,164.690986
2025-08-05,211.684182,55.754668,139.579847,77.858657,65.888344,108.696745,91.997541,164.888615
2025-08-06,212.065213,55.676612,139.691511,77.811942,65.822455,108.718484,91.979141,165.086481
2025-08-07,212.446931,55.598665,139.803264,77.765255,65.756633,108.740228,91.960745,165.284585
2025-08-08,212.829335,55.520826,139.915107,77.718596,65.690876,108.761976,91.942353,165.482927
