Date,Start Equity,End Equity,PnL,Return %,Drawdown %,Holdings,Notes
2025-04-16,13920.85,13920.85,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-04-17,13945.9,13945.9,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-04-18,13971.01,13971.01,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-04-21,13996.15,13996.15,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-04-22,14021.35,14021.35,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-04-23,14046.58,14046.58,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-04-24,14071.87,14071.87,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-04-25,14097.2,14097.2,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-04-28,14122.57,14122.57,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-04-29,14147.99,14147.99,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-04-30,14173.46,14173.46,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-05-01,14198.97,14198.97,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-05-02,14224.53,14224.53,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-05-05,14250.13,14250.13,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-05-06,14275.78,14275.78,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-05-07,14301.48,14301.48,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-05-08,14327.22,14327.22,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-05-09,14353.01,14353.01,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-05-12,14378.85,14378.85,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-05-13,14404.73,14404.73,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-05-14,14430.66,14430.66,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-05-15,14456.63,14456.63,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-05-16,14482.66,14482.66,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-05-19,14508.72,14508.72,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-05-20,14534.84,14534.84,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-05-21,14561.0,14561.0,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-05-22,14587.21,14587.21,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-05-23,14613.47,14613.47,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-05-26,14639.77,14639.77,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-05-27,14666.13,14666.13,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-05-28,14692.52,14692.52,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-05-29,14718.97,14718.97,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-05-30,14745.47,14745.47,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-06-02,14772.01,14772.01,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-06-03,14798.6,14798.6,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-06-04,14825.23,14825.23,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-06-05,14851.92,14851.92,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-06-06,14878.65,14878.65,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-06-09,14905.43,14905.43,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-06-10,14932.26,14932.26,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-06-11,14959.14,14959.14,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-06-12,14986.07,14986.07,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-06-13,15013.04,15013.04,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-06-16,15040.07,15040.07,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-06-17,15067.14,15067.14,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-06-18,15094.26,15094.26,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-06-19,15121.43,15121.43,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-06-20,15148.65,15148.65,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-06-23,15175.92,15175.92,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-06-24,15203.23,15203.23,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-06-25,15230.6,15230.6,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-06-26,15258.01,15258.01,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-06-27,15285.48,15285.48,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-06-30,15312.99,15312.99,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-01,15340.56,15340.56,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-02,15368.17,15368.17,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-03,15395.83,15395.83,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-04,15423.54,15423.54,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-07,15451.31,15451.31,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-08,15479.12,15479.12,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-09,15506.98,15506.98,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-10,15534.89,15534.89,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-11,15562.86,15562.86,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-14,15590.87,15590.87,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-15,15618.93,15618.93,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-16,15647.05,15647.05,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-17,15675.21,15675.21,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-18,15703.43,15703.43,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-21,15731.69,15731.69,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-22,15760.01,15760.01,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-23,15788.38,15788.38,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-24,15816.8,15816.8,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-25,15845.27,15845.27,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-28,15873.79,15873.79,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-29,15902.36,15902.36,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-30,15930.99,15930.99,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-07-31,15959.66,15959.66,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-08-01,15988.39,15988.39,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-08-04,16017.17,16017.17,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-08-05,16046.0,16046.0,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-08-06,16074.88,16074.88,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-08-07,16103.82,16103.82,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
2025-08-08,16132.8,16132.8,0.0,0.0,0.0,"{""SOXL"": 75.80159810137127}",vol_target_off;persistence_off;inverse_blocker_fallback_soxl
